prompt,model_answer,predict_proba,raw_predict_proba,is_hallucination_proba,pred_is_hallucination,refute_overlay_policy,refute_overlay_reason
"Кто был коллегой Публия Корнелия Долабеллы, выступившим против его проекта социальных реформ в начале 47 года до н. э.?","Коллегой Публия Корнелия Долабеллы, который выступил против его проекта социальных реформ в начале 47 года до н. э., был Гай Кассий Лонгин.",0.43902439024390244,0.6687483427386871,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
В каком году Соня Хени была посмертно включена в Зал славы мирового фигурного катания?,Соня Хени была посмертно включена в Зал славы мирового фигурного катания в 1976 году.,0.9357142857142857,0.7788932053162867,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Сколько партий выиграл Рашид Нежметдинов в городском первенстве среди пионеров зимой 1927 года?,Рашид Нежметдинов выиграл три партии из пяти в городском первенстве по шахматам среди пионеров в Москве зимой 1927 года.,0.8571428571428571,0.7055226916120733,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"В мини-игре Блум Dragon Flight из игры Winx Club: Quest for the Codex для Nintendo DS что получает игрок, если тень ускользает?","Если в мини-игре ""Блум Dragon Flight"" из игры Winx Club: Quest for the Codex на Nintendo DS тень ускользает от игрока, то он теряет одну жизнь.",0.28846153846153844,0.622046535581581,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"Как звали первую жену Селевка, живучесть которой на момент его свадьбы со Стратоникой Сирийской является предметом дискуссий в историографии?",Первая жена Селевка I Никатора была Апама.,0.09375,0.19824480124564337,0.09375,False,v5_bayesian_blind_rescue,unchanged
Какая компания разработала лампу 12AX7?,Лампа 12AX7 была разработана компанией RCA (Radio Corporation of America).,0.09375,0.17753902896066143,0.09375,False,v5_bayesian_blind_rescue,unchanged
"Кто стал новым тренером «Чикаго Буллз» в сезоне 1989/90, когда Майкл Джордан стал капитаном команды?","В сезоне 1989/90 года главным тренером «Чикаго Буллз» был назначен Фил Джексон. Он принял команду после того, как Майкл Джордан вернулся в баскетбол и стал капитаном команды.",0.9357142857142857,0.7862341244439949,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Кто из афинских ораторов, согласно античной традиции, покончил жизнь самоубийством, узнав о поражении при Херонее в 338 году до н. э.?","Согласно античной традиции, одним из афинских ораторов, который покончил жизнь самоубийством после поражения при Херонее в 338 году до н. э., был Демосфен.",0.05,0.19211420583943603,0.05,False,v5_bayesian_blind_rescue,unchanged
Какой вид динофлагеллят отвечает за массовую гибель рыб во время красных приливов у атлантического побережья США?,"## Вид динофлагеллят, ответственный за массовые гибели рыб во время красных приливов на Атлантическом побережье США

### Основные факты о красных приливах

Красные приливы — это явление, связанное с массовым размножением морских организмов, в частности динофлагеллят. Эти организмы могут выделять токсины, которые приводят к массовой гибели рыбы и других водных животных. На Атлантическом побережье США одним из наиболее известных видов динофлагеллят, вызывающих такие явления, является **_Alexandrium fundyense_**.

#### Характеристики _Alexandrium fundyense_

- **Токсичность**: Этот вид способен продуцировать нейротоксин, известный как **амастоксин**, который вызывает паралич дыхательной мускулатуры у рыб и других водных животных.
- **Распространение**: Встречается преимущественно в прибрежных водах Северной Америки, особенно вдоль восточного побережья США.
- **Влияние на экосистему**: Массовое размножение этого вида может привести к значительным экономическим потерям для рыболовства и аквакультуры.

### Механизм действия токсинов

Токсины, вырабатываемые _Alexandrium fundyense_, действуют следующим образом:

1. **Нар",0.6461538461538462,0.630369244814773,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
В каком году Хаби Алонсо перешёл из «Ливерпуля» в мадридский «Реал»?,Хаби Алонсо перешёл из «Ливерпуля» в мадридский «Реал» в 2009 году.,0.09375,0.18987640594747426,0.09375,False,v5_bayesian_blind_rescue,unchanged
Кем был назван «компактным обновлённым фениксом» прорыв группы пролетарских бригад в Западную Боснию в ходе Похода группы пролетарских бригад в Боснийскую Краину в 1942 году?,Прорыв группы пролетарских бригад в Западную Боснию в ходе Похода группы пролетарских бригады в Боснийскую Краину в 1942 году был назван «компактным обновлённым фениксом».,0.8725490196078431,0.7544095106231015,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Сколько точных копий экземпляра «Сыку цюаньшу» из павильона Вэньюаньгэ планировалось изготовить в 1925 году для передачи в крупнейшие библиотеки Китая и мира?,В 1925 году было запланировано изготовить 300 точных копий экземпляра «Сыку цюаньшу» из павильона Вэньюаньгэ для передачи в крупнейшие библиотеки Китая и мира.,0.8550218514038765,0.7003321707668683,0.8550218514038765,True,v5_bayesian_blind_rescue,unchanged
Кто тренировал немецкую команду в межзональном финале Кубка Дэвиса между фон Краммом и Баджем?,Тренером немецкой команды в межзональном финале Кубка Дэвиса между фон Краммом и Баджем был Ханс Фогель.,0.8725490196078431,0.7723145637390014,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
"Как называется наиболее известный цикл затмений, промежуток времени которого немногим дольше 18 лет?","Наиболее известным циклом затмений является сарос. Сарос — это период времени, в течение которого повторяются солнечные и лунные затмения с примерно одинаковыми условиями видимости. Сарос длится около 18 лет и 11 дней (или 18 лет и 10 дней при переходе через високосный год).",0.05,0.18063884215269554,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто сыграл роль Электро в фильме «Новый Человек-паук: Высокое напряжение»?,Роль Электро в фильме «Новый Человек-паук: Высокое напряжение» исполнил актёр Джейми Фокс.,0.05,0.19652882388754925,0.05,False,v5_bayesian_blind_rescue,unchanged
Против какого клуба Ронан О’Гара 12 ноября 2011 года в матче группового этапа Кубка Хейнекен забил победный дроп-гол на 84-й минуте?,Ронан О'Гара 12 ноября 2011 года в матче группового этапа Кубка Хейнекен забил победный дроп-гол на 84-й минуте против команды «Оспрейс».,0.05,0.1737783291277107,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто из лидеров мусульманского движения в Индонезии отличался особенно антикитайскими взглядами и негативно относился к «Китайской ассоциации»?,"Лидер мусульманского движения в Индонезии, который отличался особенно антикитайскими взглядами и негативно относился к «Китайской ассоциации», — это **Султан Хамид II**. Он был одним из самых известных и влиятельных исламских деятелей в Индонезии в начале XX века. Султан Хамид II активно выступал против влияния Китая на индонезийское общество и критиковал деятельность Китайской ассоциации, которая была создана китайцами для защиты своих интересов в Индонезии.",0.9357142857142857,0.7876262248215654,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Кто в романе Джеймса Клавелла «Тай-Пэн» сделал бывшую проститутку Мэри Синклер своим тайным агентом и материально поддерживал её?,В романе Джеймса Клавелла «Тай-Пэн» бывший торговец чаем Дирк Струан сделал бывшую проститутку Мэри Синклер своим тайным агентом и материально поддержал её.,0.95,0.8072636575807701,0.95,True,v5_bayesian_blind_rescue,unchanged
Какой завод в США поставил гарвеевскую броню для центральной части пояса броненосца «Петропавловск»?,Гарвеевская броня была поставлена на заводах Bethlehem Steel и Carnegie Steel Company.,0.09375,0.17809453803204045,0.09375,False,v5_bayesian_blind_rescue,blind_recall_rescue_fp
Какую идею обхода запрета выступлений ирландских националистов на британском телевидении и радио предложил Дэнни Моррисон в 1988 году?,"В 1988 году Дэнни Моррисон, лидер партии Шинн Фейн, предложил идею обхода запрета выступлений ирландских националистов на британском телевидении и радио через использование «политического словаря». Этот словарь включал в себя слова и выражения, которые могли использоваться для передачи политических идей без прямого упоминания запрещённых терминов или тем. Например, вместо использования термина «республика» можно было использовать выражение «государство», а вместо «ирландский народ» — «национальный вопрос». Таким образом, Моррисон надеялся обойти цензуру и донести свои идеи до широкой аудитории.",0.43902439024390244,0.6437684851584042,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
Кто в 1777 году написал надворному советнику Якову Рооде о намерении Екатерины II поставить в Царском Селе литые ворота из чугуна?,В 1777 году об этом писал архитектор Антонио Ринальди надворному советнику Якову Рооду.,0.8725490196078431,0.7658639382199429,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
"Кто изначально должен был быть главным антагонистом в мультфильме «Черепашки-ниндзя: Погром мутантов», прежде чем сценаристы отказались от этой идеи?",В первоначальном сценарии мультфильма «Черепашки-ниндзя: Погром мутантов» (Teenage Mutant Ninja Turtles: Out of the Shadows) главным антагонистом должен был стать Шреддер. Однако позже сценаристы решили отказаться от этой идеи и выбрали более оригинального злодея для фильма.,0.6461538461538462,0.6895317403154552,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
"К какому произведению Ивана Шадра восходит сцена из фильма «Я — Куба», где Энрико пытается бросить камень в полицейского?","Сцена из фильма «Я — Куба», где Энрико пытается бросить камень в полицейского, восходит к произведению Ивана Шадра «Бронзовая».",0.9357142857142857,0.7887833883087048,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
В каком году Петер Дебай опубликовал монографию «Полярные молекулы»?,Монография Петера Дебая «Полярные молекулы» была опубликована в 1929 году.,0.05,0.18255626663023253,0.05,False,v5_bayesian_blind_rescue,unchanged
"В каком году император Роман II Младший освободил Крит, что, согласно преданию, стало причиной постройки кафоликона монастыря Осиос-Лукас?","Император Роман II Младший освободил Крит в 961 году. Согласно преданию, это событие вдохновило его на строительство кафоликона монастыря Осиос-Лукас.",0.28846153846153844,0.2117677907397338,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"Какие животные являются источниками отбросов белка, используемыми Polistes fuscatus для развития своего выводка?","**Источники отбросов белка для Polistes fuscatus**

Polistes fuscatus — это вид ос, которые используют различные источники белка для питания своих личинок и поддержания своей колонии. В качестве источников белка они могут использовать следующие виды животных:

1. **Насекомые**: Осы часто охотятся на других насекомых, таких как мухи, комары, жуки и другие мелкие насекомые. Эти насекомы служат источником белка для личинок ос.

2. **Пауки**: Некоторые виды ос также питаются пауками, используя их в качестве источника белка для своих личинок.

3. **Мелкие позвоночные**: В редких случаях осы могут питаться мелкими позвоночными, такими как ящерицы или лягушки, если такие возможности возникают.

4. **Отбросы животного происхождения**: Осам также доступны отходы животного происхождения, такие как мясо или рыба, которые могут быть использованы в качестве источника белка.

Эти источники белка играют важную роль в развитии и выживании колоний Polistes fuscatus, обеспечивая необходимые питательные вещества для роста и размножения.",0.6461538461538462,0.6409137138064421,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
"Кто, согласно апокрифическому «Евангелию от Петра», был единственным участником погребения Иисуса?","Согласно апокрифическому «Евангелию от Петра», единственным участником погребения Иисуса был Иосиф Аримафейский.",0.43902439024390244,0.6693685589882694,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
"Кто был соперником раджи Таксила, которого тот надеялся разгромить с помощью Александра Македонского?","Соперником раджи Таксила, которого он надеялся разгромить с помощью Александра Македонского, был Пор.",0.05,0.19630313171619584,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто победил на президентских выборах в Республике Беларусь 2006 года?,На президентских выборах в Республике Беларусь в 2006 году победу одержал действующий президент Александр Лукашенко.,0.05,0.16204147223447873,0.05,False,v5_bayesian_blind_rescue,unchanged
В каком году в США вышел художественный фильм Р. Дж. Спрингстина о похищении Адольфа Эйхмана?,Фильм «Шоа» («Shoah») был выпущен в 1985 году.,0.8571428571428571,0.731617625048616,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
Какой знак используется для обозначения денежного знака крон Дании (DKK) в соответствии с настройками по умолчанию в Microsoft Excel версии 14.0.4536.1000 и другими указанными источниками?,"В Microsoft Excel версии 14.0.4536.1000 и других источниках, денежный знак крон Дании (DKK) обозначается символом ""kr"".",0.28846153846153844,0.21022751700629583,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"От чьего имени происходит суффикс «-ра», используемый в языке субкультуры гяру для обозначения схожести с поп-идолом?",Суффикс «-ра» в языке субкультуры гяру происходит от японского слова «pop star».,0.6461538461538462,0.6662545201456459,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
Какая субъединица Цитохром-b6f-комплекса несёт гем c и связывает пластоцианин?,"Субъединица cytochrome b6f-комплекса, которая несёт гем c и связывает пластоцианин, называется **cytochrome f**.",0.28846153846153844,0.20025509014934437,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
На какой частоте экипаж рейса 103 связался с радистом буровой платформы Penrod при спасении самолёта Cessna 188 над Тихим океаном?,Экипаж рейса 103 связался с радистом буровой платформы Penrod на частоте 2187 кГц для спасения самолёта Cessna 188 над Тихим океаном.,0.8571428571428571,0.6907912461612362,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
Кем был задержан А. Ф. Кони 23 октября 1919 года?,Александр Фёдорович Кони был задержан 23 октября 1919 года сотрудниками ВЧК.,0.05,0.17235428401292144,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто изгоняет Делсина из племени в плохом концовке игры Infamous: Second Son?,"В игре *Infamous: Second Son* главный герой Деленн пытается спасти своего друга Делсина от заражением Корпусом. Однако, когда он приходит к нему на помощь, Делсин оказывается под воздействием Корпуса и начинает атаковать его. В результате этого Деленн вынужден изгнать Делсина из племени, чтобы защитить себя и других людей.",0.8490566037735849,0.7102957585472923,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
"Какую роль в фильме «Хэллоуин» (1978) Джон Карпентер предлагал Кристоферу Ли до того, как отдать её Дональду Плезенсу?","В фильме «Хэллоуин» (1978) Джон Карпентер первоначально хотел предложить роль доктора Сэмюэла Лумхольта Кристоферу Ли, но затем отдал эту роль Дональду Плезансу.",0.05,0.1703910716057195,0.05,False,v5_bayesian_blind_rescue,unchanged
Какая национальность преобладала среди жителей деревни Филисово городского округа Шатура по данным переписи населения 2002 года?,"По данным Всероссийской переписи населения 2002 года, в деревне Филисово городского округа Шатура преобладали русские жители.",0.05,0.16352010994641955,0.05,False,v5_bayesian_blind_rescue,unchanged
"Какое географическое описание маршрута армии Ганнибала через Альпы, содержащееся в трудах Тита Ливия, считается неисторичным и невозможным?","В труде римского историка Тита Ливия содержится описание маршрута армии Ганнибала через Альпы, которое считается неисторичным и невозможным. Согласно Ливию, армия Ганнибала прошла через перевал Мон-Сени, который находится во Франции, а затем пересекла Альпы по пути, ведущему к Риму. Однако современные исследования показывают, что этот маршрут был бы слишком сложным и опасным для армии того времени, особенно учитывая наличие рек и гор, которые могли затруднить передвижение войск.",0.05,0.15439272288327033,0.05,False,v5_bayesian_blind_rescue,blind_recall_rescue_fp
Когда в США начался выпуск Digimon: Digital Monsters на видеокассетах?,В США сериал «Digimon: Digital Monsters» начал выходить на видеокассетах 10 сентября 2000 года.,0.95,0.7906008314815279,0.95,True,v5_bayesian_blind_rescue,unchanged
Сколько христиан погибло от голода во время «Опустошения Севера» по данным хрониста?,Хронист сообщает о том 100 тысячах погибших христианах.,0.9166666666666666,0.7659003070556749,0.9166666666666666,True,v5_bayesian_blind_rescue,unchanged
За какой клуб Маджид Бугерра забил свой единственный гол за «Кру Александру»?,Маджид Бугерра забил свой единственный гол за «Кру Александра» в ворота «Блэкберн Роверс».,0.05,0.15751136914146613,0.05,False,v5_bayesian_blind_rescue,blind_recall_rescue_fp
"Как называется операция, предложенная П. А. Герценом для устранения недостатков способа операции Ру?","Операция, предложенная П. А. Герценом для устранения недостатков способа операции Ру, называется **операция Герцен-Ру**.",0.8725490196078431,0.7489743739848933,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
В каком городе и штате в 1985 году Джоан Фейнман получила долговременный контракт с Лабораторией реактивного движения?,"Джоан Фейнман получила долговременный контракт с Лабораторией реактивного движения в Пасадене, штат Калифорния.",0.28846153846153844,0.269404049239606,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"Кто был неформальным лидером казаков войсковой стороны во время Яицкого казачьего восстания 1772 года, у дома которого ежедневно собирались казаки?","Неофициальным лидером казаков войсковой стороны во время Яицкого казачьего восстания 1772 года был Емельян Иванович Пугачёв. У его дома ежедневно собирались казаки, которые поддерживали его и верили в его обещания о восстановлении прав и привилегий казачества.",0.8490566037735849,0.7038222375422555,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
"О каком языке жестов говорила Миллисент Симмондс в интервью интернет-журналу Teen Vogue, назвав его прекрасным?",Миллисент Симмондs в интервью интернет-журналу Teen Vogue говорила о языке жестов американского жестового языка (ASL). Она назвала его прекрасным и выразила свою любовь к нему.,0.05,0.17488159336210365,0.05,False,v5_bayesian_blind_rescue,unchanged
В каком году была запущена трасса О-Бан в Аделаиде?,Трасса О-Бан в Аделаиде была запущена в 1938 году.,0.9357142857142857,0.7713105711990788,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Что означает оранжевое поле на флаге Бутана согласно Конституции 2008 года и резолюции 1972 года?,Оранжевый цвет на флаге Бутана символизирует буддийский монашество и духовность. Он также ассоциируется с миролюбие и спокойствие.,0.43902439024390244,0.6405237084999014,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
Кто стал соперником Александра Усика в финале турнира после его победы над Майрисом Бриедисом?,Соперником Александра Усика в финале турнира после его победы над Майрисом Бриедисом стал Мурат Гассиев.,0.6461538461538462,0.6795913886999484,0.6461538461538462,True,v5_bayesian_blind_rescue,unchanged
В каком году Джуд Лоу сыграл роль Джерома Морроу в фильме «Гаттака»?,"Джуд Лоу сыграл роль Джерома Морроу в фильме «Гаттака», который вышел в 1997 году.",0.9357142857142857,0.7786472058411408,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
В каком году Пуштунистан был политически разделён между Афганистаном и Британской Индией по линии Дюранда?,Пуштунистан был политически разделён между Афганистаном и Британской Индией в 1893 году по линии Дюранда.,0.09375,0.19388757715410634,0.09375,False,v5_bayesian_blind_rescue,unchanged
Кто в 15:08 31 мая поднялся в воздух на самолёте лейтенанта Доналда вместе с наблюдателем-радистом Джорджем Тервином?,В 15:08 31 мая 1942 года лейтенант Дональдсон и его наблюдатель-радист Джордж Тервин поднялись в воздух на самолёте B-24 Liberator из состава 7-й бомбардировской группы ВВС США.,0.8725490196078431,0.7722384104231031,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
"Какую часть тела Порция, дочь Катона Утического, ранила ножом, чтобы доказать Бруту свою способность хранить его тайну?","Порция, дочь Катона Утического, ранила себя в бедро ножом, чтобы доказать своему мужу Марку Юнию Бруту, что она способна хранить его тайны и не выдавать их даже под пыткой.",0.43902439024390244,0.6437196927554216,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
Какое звание в 1941 году было присвоено Александру Джапаридзе?,В 1941 году Александру Джапаридзе было присвоено звание Героя Советского Союза.,0.05263157894736842,0.1702388702768287,0.05263157894736842,False,v5_bayesian_blind_rescue,unchanged
В каком году немецкая компания Egmont Manga & Anime приобрела права на публикацию манги по игре Legend of Mana на территории Германии?,"Немецкая компания Egmont Manga & Anime приобрела права на публикацию манги по игре ""Legend of Mana"" в 2003 году.",0.9357142857142857,0.776411660296301,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Где у киноринх открывается анальное отверстие?,"У киноринхов анальное отверстие находится на переднем конце тела, сразу после ротовой полости.",0.43902439024390244,0.6430141709475422,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
Какой герой рассказа «Минута солнца» предотвращает гибель жука от лап кота Аркашки?,"В рассказе Константина Паустовского «Минуты солнца» главным героем является мальчик по имени Аркашка. Он случайно находит маленького жука и решает поиграть с ним. Однако его игра приводит к тому, что жук оказывается в опасности — он может быть съеден котом. В этот момент появляется другой персонаж — девочка Лена, которая спасает жука от гибели. Она забирает его у Аркашки и относит на безопасное место. Таким образом, именно Лена предотвращает гибель жука от лап кота Аркашки.",0.43902439024390244,0.6206525817087329,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
Какое звание было присвоено Нине Афанасьевне Сазоновой 2 марта 1977 года?,2 марта 1977 года Нина Афанасьевна Сазонова была удостоена звания Героя Социалистического Труда.,0.052007338369597936,0.16845950757846476,0.052007338369597936,False,v5_bayesian_blind_rescue,unchanged
Как звали отца Шарипутры?,Отец Шарипутры был по имени Шакьямуни.,0.9357142857142857,0.7693840211365978,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"Какую красную PSP с изображением лица Кратоса на задней панели включила Sony в ограниченное издание God of War: Chains of Olympus, выпущенное 3 июня 2008 года в Северной Америке?","Sony выпустила ограниченное издание игры God of War: Chains of Olympus для PlayStation Portable (PSP) с красной консолью, на которой изображено лицо главного героя Кратоса. Это издание было выпущено 3 июня 2008 года в Северной Америке.",0.05,0.14416779170039265,0.05,False,v5_bayesian_blind_rescue,unchanged
Кто в 1971 году предложил проработать проект модернизации больших противолодочных кораблей проекта 1134-Б с заменой противолодочного ракетного комплекса на противокорабельный ракетный комплекс П-500 «Базальт»?,В 1971 году предложение о проработке проекта модернизации больших противолодочных кораблей проекта 1134-Б с заменой противолодочного ракетного комплекса на противокорабельный ракетный комплекс П-500 «Базальт» было сделано контр-адмиралом Николаем Ивановичем Савушкиным.,0.8725490196078431,0.7810711146070313,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
"Какое блюдо из меню учеников в ашраме Махариши в Ришикеше, где находились The Beatles, включало нохут, смешанный с семенами тмина?","Блюдо, которое ученики ашрама Махариши в Ришикеше готовили для себя и гостей, включая The Beatles, называлось ""нохут масала"" или ""нут масала"". Это блюдо состояло из нута (гороха), который был обжарен со специями, такими как семена тмина, кориандр, куркума, имбирь и чеснок.",0.8490566037735849,0.6750746193698398,0.8490566037735849,True,v5_bayesian_blind_rescue,unchanged
Какая функция была первоначально приписана экзосомам до открытий конца 1990-х годов?,"До открытий конца 1990-х годов экзосомы считались клеточными «мусорными баками», которые просто удаляли ненужные вещества из клетки.",0.05,0.1520205323864391,0.05,False,v5_bayesian_blind_rescue,unchanged
"Кто, согласно легенде, считается изобретателем дымного пороха в Европе?","Согласно легенде, изобретателем дымного пороха в Европе считается монах-бенедиктинец Бертольд Шварц (нем. Berthold Schwarz).",0.05,0.17897168136096722,0.05,False,v5_bayesian_blind_rescue,unchanged
Когда был выпущен первый том ранобэ «Fate/Zero» в продажу?,Первый том ранобэ «Fate/Zero» был выпущен в продажу 25 сентября 2013 года.,0.9357142857142857,0.7850827599771263,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Сколько рублей выделила Октябрьская железная дорога на восстановление паровоза серии С?,На восстановление паровоза серии С Октябрьской железной дороги было выделено 100 тысяч рублей.,0.9357142857142857,0.7753352184917276,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
Что Бендер принимает в подарок от Клэр в фильме «Клуб «Завтрак»»?,В фильме «Клуб «Завтрак»» Клэр дарит Бендлеру значок с надписью «Я люблю Нью-Йорк».,0.43902439024390244,0.6454066877868329,0.43902439024390244,False,v5_bayesian_blind_rescue,unchanged
"Кто назвал Германское гражданское уложение «конечным продуктом скорее XIX века, нежели начала XX века»?","Германское гражданское уложение было названо «конечным продуктом скорее XIX века, нежели начала XX века», по мнению немецкого юриста Рудольфа фон Иеринга.",0.95,0.808018519669642,0.95,True,v5_bayesian_blind_rescue,unchanged
"В каком комиксе и в каком месяце 1959 года, по мнению историка Крейга Шатта, Марсианский Охотник стал супергероем?","По мнению историка Крейга Шатта, Марсианский Охотник впервые появился как супергерой в комиксе ""Justice League of America"" #1, который вышел в марте 1960 года.",0.8725490196078431,0.7636710289294092,0.8725490196078431,True,v5_bayesian_blind_rescue,unchanged
Какой коэффициент на победу Владимира Кличко в бою с Хасимом Рахманом предлагала букмекерская контора «William Hill»?,"Коэффициент на победу Владимира Кличко в бою с Хасимом Рахманом, который предлагала букмекерская контора «William Hill», составлял 1.35.",0.8571428571428571,0.6917469379591191,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"В каком году лес, ставший Пискарёвским парком, был официально признан пригородным парком?","Лес, который впоследствии стал Пискарёвским парком, был официально признан пригородным парком в 1938 году.",0.9357142857142857,0.7795865131551111,0.9357142857142857,True,v5_bayesian_blind_rescue,unchanged
"В каком году, согласно биографии, возможно, родилась Маргарет Драммонд?","Согласно биографическим данным, Маргарет Драммонд могла родиться в 1750-х годах.",0.8571428571428571,0.7101976557378628,0.8571428571428571,True,v5_bayesian_blind_rescue,unchanged
"Какой исследователь в 1967 году утверждал, что Павсаний был охвачен стремлением к тираническому господству и имел целью завоевание всей Эллады?","В 1967 году британский историк и археолог Джон Бордман утверждал, что Павсаний был охвачен стремлением к тираническому господству и имел целью завоевание всей Эллады.",0.95,0.7960230636073279,0.95,True,v5_bayesian_blind_rescue,unchanged
"Когда была опубликована последняя, 122-я глава фанфика «Гарри Поттер и методы рационального мышления»?","Последняя, 122-я глава фанфика «Гарри Поттер и методы рационального мышления» была опубликована 30 июня 2015 года.",0.28846153846153844,0.20674654192685002,0.28846153846153844,False,v5_bayesian_blind_rescue,unchanged
"В какой стране, согласно книге «Почему одни страны богатые, а другие бедные», принятие закона, отчуждавшего 87% земель у коренных жителей в пользу белых фермеров, привело к формированию «двойственной экономики»?","Согласно книге «Почему одни страны богатые, а другие бедные», принятие закона, отчуждавшего 87% земли у коренных жителей в пользу белых фермеров, привело к формированию «двойственной экономики» в Южной Африке.",0.7142857142857143,0.6548827408407772,0.7142857142857143,True,v5_bayesian_blind_rescue,unchanged
Кто предложил стратегию удержания Фермопильского ущелья сухопутными силами и контроля пролива у мыса Артемисий морскими силами во время вторжения Ксеркса в 480 г. до н. э.?,Стратегию удержания Фермопильского ущелья сухопутными силами и контроля пролива у мыса Артемисий морскими силами во время вторжения Ксеркса в 480 году до нашей эры предложили спартанский царь Леонид I и афинский стратег Фемистокл.,0.05,0.1949402866649487,0.05,False,v5_bayesian_blind_rescue,unchanged
